ASSAY_DB_STAGING_ID,EXPORT_REQEUST_KEY,SEQUENCE_NO,STATUS,MANUFACTURER,CONTROL_LOT,CONTROL_LEVEL,CONTROL_EXPIRY_DATE,ASSAY_NAME,PRODUCT_TYPE,ASSAY_NUMBER,REAGENT_LOT_NO,BODY_FLUID,REAGENT_LOT_EXPIRY_DATE,MEAN,SD,LOW_SPEC,HIGH_SPEC,CONVENTIONAL_UNIT,REVISION_NO,REVISION_DATE,SENT_ON,SENT_BY,ERROR,IMPORTED_ON,EXPORTED ON
1501,5,8,1,Thermo Fisher,OIM19122,2,20211231,FT3,MW,30,2341,Serum,20201031,7.34,0.617,5.49,9.19,pmol/L,1,20201018 18:10:03,18-Oct-20,NRUSSELL,,,
1502,5,9,1,Thermo Fisher,OIM19121,1,20211231,FT3,MW,30,2342,Serum,20201109,3.73,0.47,2.32,5.14,pmol/L,1,20201018 18:10:03,18-Oct-20,NRUSSELL,,,
1503,5,10,1,Thermo Fisher,OIM19122,2,20211231,FT3,MW,30,2342,Serum,20201109,7.34,0.617,5.49,9.19,pmol/L,1,20201018 18:10:03,18-Oct-20,NRUSSELL,,,
1504,5,11,1,Thermo Fisher,OIM19121,1,20211231,FT3,MW,30,2343,Serum,20210323,3.73,0.47,2.32,5.14,pmol/L,1,20201018 18:10:03,18-Oct-20,NRUSSELL,,,
1505,5,12,1,Thermo Fisher,OIM19122,2,20211231,FT3,MW,30,2343,Serum,20210323,7.34,0.617,5.49,9.19,pmol/L,1,20201018 18:10:03,18-Oct-20,NRUSSELL,,,
1506,5,13,1,Thermo Fisher,OIM19121,1,20211231,FT3,MW,30,2350,Serum,20201115,3.73,0.47,2.32,5.14,pmol/L,1,20201018 18:10:03,18-Oct-20,NRUSSELL,,,
1507,5,14,1,Thermo Fisher,OIM19122,2,20211231,FT3,MW,30,2350,Serum,20201115,7.34,0.617,5.49,9.19,pmol/L,1,20201018 18:10:03,18-Oct-20,NRUSSELL,,,
1508,5,15,1,Thermo Fisher,OIM19121,1,20211231,FT3,MW,30,2351,Serum,20201121,3.73,0.47,2.32,5.14,pmol/L,1,20201018 18:10:03,18-Oct-20,NRUSSELL,,,
1509,5,16,1,Thermo Fisher,OIM19122,2,20211231,FT3,MW,30,2351,Serum,20201121,7.34,0.617,5.49,9.19,pmol/L,1,20201018 18:10:03,18-Oct-20,NRUSSELL,,,
1510,6,1,1,Thermo Fisher,OIM19121,1,20211231,T3U,MW,50,2450,Serum,20201101,34.2,1.88,28.6,39.8,%Uptake,1,20201018 18:10:06,18-Oct-20,NRUSSELL,,,
1511,6,2,1,Thermo Fisher,OIM19122,2,20211231,T3U,MW,50,2450,Serum,20201101,36.4,2.15,30,42.9,%Uptake,1,20201018 18:10:06,18-Oct-20,NRUSSELL,,,
1512,6,3,1,Thermo Fisher,OIM19121,1,20211231,T3U,MW,50,2460,Serum,20201129,34.2,1.88,28.6,39.8,%Uptake,1,20201018 18:10:06,18-Oct-20,NRUSSELL,,,
1513,6,4,1,Thermo Fisher,OIM19122,2,20211231,T3U,MW,50,2460,Serum,20201129,36.4,2.15,30,42.9,%Uptake,1,20201018 18:10:06,18-Oct-20,NRUSSELL,,,
1514,6,5,1,Thermo Fisher,OIM19121,1,20211231,T3U,MW,50,2470,Serum,20201223,34.2,1.88,28.6,39.8,%Uptake,1,20201018 18:10:06,18-Oct-20,NRUSSELL,,,
1515,6,6,1,Thermo Fisher,OIM19122,2,20211231,T3U,MW,50,2470,Serum,20201223,36.4,2.15,30,42.9,%Uptake,1,20201018 18:10:06,18-Oct-20,NRUSSELL,,,
1516,6,7,1,Thermo Fisher,OIM19121,1,20211231,T3U,MW,50,2480,Serum,20201122,34.2,1.88,28.6,39.8,%Uptake,1,20201018 18:10:06,18-Oct-20,NRUSSELL,,,
1517,6,8,1,Thermo Fisher,OIM19122,2,20211231,T3U,MW,50,2480,Serum,20201122,36.4,2.15,30,42.9,%Uptake,1,20201018 18:10:06,18-Oct-20,NRUSSELL,,,
1518,6,9,1,Thermo Fisher,OIM19121,1,20211231,T3U,MW,50,2481,Serum,20210123,34.2,1.88,28.6,39.8,%Uptake,1,20201018 18:10:06,18-Oct-20,NRUSSELL,,,
1519,6,10,1,Thermo Fisher,OIM19122,2,20211231,T3U,MW,50,2481,Serum,20210123,36.4,2.15,30,42.9,%Uptake,1,20201018 18:10:06,18-Oct-20,NRUSSELL,,,
1520,6,11,1,Thermo Fisher,OIM19121,1,20211231,T3U,MW,50,2490,Serum,20210213,34.2,1.88,28.6,39.8,%Uptake,1,20201018 18:10:06,18-Oct-20,NRUSSELL,,,
1521,6,12,1,Thermo Fisher,OIM19122,2,20211231,T3U,MW,50,2490,Serum,20210213,36.4,2.15,30,42.9,%Uptake,1,20201018 18:10:06,18-Oct-20,NRUSSELL,,,
1522,6,13,1,Thermo Fisher,OIM19121,1,20211231,T3U,MW,50,8888,Serum,20210813,34.2,1.88,28.6,39.8,%Uptake,1,20201018 18:10:06,18-Oct-20,NRUSSELL,,,
1523,6,14,1,Thermo Fisher,OIM19122,2,20211231,T3U,MW,50,8888,Serum,20210813,36.4,2.15,30,42.9,%Uptake,1,20201018 18:10:06,18-Oct-20,NRUSSELL,,,
1524,7,1,1,Thermo Fisher,OIM19121,1,20211231,iPTH,MW,69,1050,Serum,20201103,30.2,4.08,18,4.4,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1525,7,2,1,Thermo Fisher,OIM19122,2,20211231,iPTH,MW,69,1050,Serum,20201103,88.6,11.78,53.3,123.9,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1526,7,3,1,Thermo Fisher,OIM19123,3,20211231,iPTH,MW,69,1050,Serum,20201103,490.8,65.28,295,686.6,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1527,7,4,1,Thermo Fisher,OIM19121,1,20211231,iPTH,MW,69,1060,Serum,20201201,30.2,4.08,18,4.4,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1528,7,5,1,Thermo Fisher,OIM19122,2,20211231,iPTH,MW,69,1060,Serum,20201201,88.6,11.78,53.3,123.9,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1529,7,6,1,Thermo Fisher,OIM19123,3,20211231,iPTH,MW,69,1060,Serum,20201201,490.8,65.28,295,686.6,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1530,7,7,1,Thermo Fisher,OIM19121,1,20211231,iPTH,MW,69,1070,Serum,20201215,30.2,4.08,18,4.4,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
