ASSAY_DB_STAGING_ID,EXPORT_REQEUST_KEY,SEQUENCE_NO,STATUS,MANUFACTURER,CONTROL_LOT,CONTROL_LEVEL,CONTROL_EXPIRY_DATE,ASSAY_NAME,PRODUCT_TYPE,ASSAY_NUMBER,REAGENT_LOT_NO,BODY_FLUID,REAGENT_LOT_EXPIRY_DATE,MEAN,SD,LOW_SPEC,HIGH_SPEC,CONVENTIONAL_UNIT,REVISION_NO,REVISION_DATE,SENT_ON,SENT_BY,ERROR,IMPORTED_ON,EXPORTED ON
1531,7,8,1,Thermo Fisher,OIM19122,2,20211231,iPTH,MW,69,1070,Serum,20201215,88.6,11.78,53.3,123.9,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1532,7,9,1,Thermo Fisher,OIM19123,3,20211231,iPTH,MW,69,1070,Serum,20201215,490.8,65.28,295,686.6,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1533,7,10,1,Thermo Fisher,OIM19121,1,20211231,iPTH,MW,69,1080,Serum,20210204,30.2,4.08,18,4.4,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1534,7,11,1,Thermo Fisher,OIM19122,2,20211231,iPTH,MW,69,1080,Serum,20210204,88.6,11.78,53.3,123.9,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1535,7,12,1,Thermo Fisher,OIM19123,3,20211231,iPTH,MW,69,1080,Serum,20210204,490.8,65.28,295,686.6,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1536,7,13,1,Thermo Fisher,OIM19121,1,20211231,iPTH,MW,69,1081,Serum,20210204,30.2,4.08,18,4.4,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1537,7,14,1,Thermo Fisher,OIM19122,2,20211231,iPTH,MW,69,1081,Serum,20210204,88.6,11.78,53.3,123.9,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1538,7,15,1,Thermo Fisher,OIM19123,3,20211231,iPTH,MW,69,1081,Serum,20210204,490.8,65.28,295,686.6,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1539,7,16,1,Thermo Fisher,OIM19121,1,20211231,iPTH,MW,69,1090,Serum,20210223,30.2,4.08,18,4.4,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1540,7,17,1,Thermo Fisher,OIM19122,2,20211231,iPTH,MW,69,1090,Serum,20210223,88.6,11.78,53.3,123.9,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1541,7,18,1,Thermo Fisher,OIM19123,3,20211231,iPTH,MW,69,1090,Serum,20210223,490.8,65.28,295,686.6,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1542,7,19,1,Thermo Fisher,OIM19121,1,20211231,iPTH,MW,69,1100,Serum,20210323,30.2,4.08,18,4.4,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1543,7,20,1,Thermo Fisher,OIM19122,2,20211231,iPTH,MW,69,1100,Serum,20210323,88.6,11.78,53.3,123.9,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1544,7,21,1,Thermo Fisher,OIM19123,3,20211231,iPTH,MW,69,1100,Serum,20210323,490.8,65.28,295,686.6,pg/mL,1,20201018 18:10:11,18-Oct-20,NRUSSELL,,,
1545,8,1,1,Thermo Fisher,OIM19121,1,20211231,E2,MW,24,1761,Serum,20201205,207.57,42.552,79.914,335.23,pmol/L,1,20201018 18:10:17,18-Oct-20,NRUSSELL,,,
1546,8,2,1,Thermo Fisher,OIM19122,2,20211231,E2,MW,24,1761,Serum,20201205,1245.8,153.23,786.11,1705.5,pmol/L,1,20201018 18:10:17,18-Oct-20,NRUSSELL,,,
1547,8,3,1,Thermo Fisher,OIM19123,3,20211231,E2,MW,24,1761,Serum,20201205,5330.6,453.1,3971.3,6689.9,pmol/L,1,20201018 18:10:17,18-Oct-20,NRUSSELL,,,
1548,8,4,1,Thermo Fisher,OIM19121,1,20211231,E2,MW,24,1770,Serum,20201118,207.57,42.552,79.914,335.23,pmol/L,1,20201018 18:10:17,18-Oct-20,NRUSSELL,,,
1549,8,5,1,Thermo Fisher,OIM19122,2,20211231,E2,MW,24,1770,Serum,20201118,1245.8,153.23,786.11,1705.5,pmol/L,1,20201018 18:10:17,18-Oct-20,NRUSSELL,,,
1550,8,6,1,Thermo Fisher,OIM19123,3,20211231,E2,MW,24,1770,Serum,20201118,5330.6,453.1,3971.3,6689.9,pmol/L,1,20201018 18:10:17,18-Oct-20,NRUSSELL,,,
1551,8,7,1,Thermo Fisher,OIM19121,1,20211231,E2,MW,24,1780,Serum,20210109,207.57,42.552,79.914,335.23,pmol/L,1,20201018 18:10:17,18-Oct-20,NRUSSELL,,,
1552,8,8,1,Thermo Fisher,OIM19122,2,20211231,E2,MW,24,1780,Serum,20210109,1245.8,153.23,786.11,1705.5,pmol/L,1,20201018 18:10:17,18-Oct-20,NRUSSELL,,,
1553,8,9,1,Thermo Fisher,OIM19123,3,20211231,E2,MW,24,1780,Serum,20210109,5330.6,453.1,3971.3,6689.9,pmol/L,1,20201018 18:10:17,18-Oct-20,NRUSSELL,,,
1554,8,10,1,Thermo Fisher,OIM19121,1,20211231,E2,MW,24,1790,Serum,20210330,207.57,42.552,79.914,335.23,pmol/L,1,20201018 18:10:17,18-Oct-20,NRUSSELL,,,
1555,8,11,1,Thermo Fisher,OIM19122,2,20211231,E2,MW,24,1790,Serum,20210330,1245.8,153.23,786.11,1705.5,pmol/L,1,20201018 18:10:17,18-Oct-20,NRUSSELL,,,
1556,8,12,1,Thermo Fisher,OIM19123,3,20211231,E2,MW,24,1790,Serum,20210330,5330.6,453.1,3971.3,6689.9,pmol/L,1,20201018 18:10:17,18-Oct-20,NRUSSELL,,,
1557,9,1,1,Thermo Fisher,OIM19121,1,20211231,LH,MW,42,1640,Serum,20201125,2.39,0.268,1.59,3.19,mIU/mL,1,20201018 18:10:48,18-Oct-20,NRUSSELL,,,
1558,9,2,1,Thermo Fisher,OIM19122,2,20211231,LH,MW,42,1640,Serum,20201125,18.1,1.74,12.9,23.3,mIU/mL,1,20201018 18:10:48,18-Oct-20,NRUSSELL,,,
1559,9,3,1,Thermo Fisher,OIM19123,3,20211231,LH,MW,42,1640,Serum,20201125,58.4,5.61,41.6,75.2,mIU/mL,1,20201018 18:10:48,18-Oct-20,NRUSSELL,,,
1560,9,4,1,Thermo Fisher,OIM19121,1,20211231,LH,MW,42,1650,Serum,20210126,2.39,0.268,1.59,3.19,mIU/mL,1,20201018 18:10:48,18-Oct-20,NRUSSELL,,,
1561,9,5,1,Thermo Fisher,OIM19122,2,20211231,LH,MW,42,1650,Serum,20210126,18.1,1.74,12.9,23.3,mIU/mL,1,20201018 18:10:48,18-Oct-20,NRUSSELL,,,
1562,9,6,1,Thermo Fisher,OIM19123,3,20211231,LH,MW,42,1650,Serum,20210126,58.4,5.61,41.6,75.2,mIU/mL,1,20201018 18:10:48,18-Oct-20,NRUSSELL,,,
1563,9,7,1,Thermo Fisher,OIM19121,1,20211231,LH,MW,42,1660,Serum,20210321,2.39,0.268,1.59,3.19,mIU/mL,1,20201018 18:10:48,18-Oct-20,NRUSSELL,,,
1564,9,8,1,Thermo Fisher,OIM19122,2,20211231,LH,MW,42,1660,Serum,20210321,18.1,1.74,12.9,23.3,mIU/mL,1,20201018 18:10:48,18-Oct-20,NRUSSELL,,,
1565,9,9,1,Thermo Fisher,OIM19123,3,20211231,LH,MW,42,1660,Serum,20210321,58.4,5.61,41.6,75.2,mIU/mL,1,20201018 18:10:48,18-Oct-20,NRUSSELL,,,
1566,9,10,1,Thermo Fisher,OIM19121,1,20211231,LH,MW,42,1670,Serum,20210421,2.39,0.268,1.59,3.19,mIU/mL,1,20201018 18:10:48,18-Oct-20,NRUSSELL,,,
1567,9,11,1,Thermo Fisher,OIM19122,2,20211231,LH,MW,42,1670,Serum,20210421,18.1,1.74,12.9,23.3,mIU/mL,1,20201018 18:10:48,18-Oct-20,NRUSSELL,,,
1568,9,12,1,Thermo Fisher,OIM19123,3,20211231,LH,MW,42,1670,Serum,20210421,58.4,5.61,41.6,75.2,mIU/mL,1,20201018 18:10:48,18-Oct-20,NRUSSELL,,,
1569,10,1,1,Thermo Fisher,OIM19121,1,20211231,FSH,MW,28,2660,Serum,20201030,6.02,0.5,4.52,7.52,mIU/mL,1,20201018 18:10:55,18-Oct-20,NRUSSELL,,,
1570,10,2,1,Thermo Fisher,OIM19122,2,20211231,FSH,MW,28,2660,Serum,20201030,20.9,1.32,16.9,24.9,mIU/mL,1,20201018 18:10:55,18-Oct-20,NRUSSELL,,,
1571,10,3,1,Thermo Fisher,OIM19123,3,20211231,FSH,MW,28,2660,Serum,20201030,43.4,3.12,34,52.8,mIU/mL,1,20201018 18:10:55,18-Oct-20,NRUSSELL,,,
1572,10,4,1,Thermo Fisher,OIM19121,1,20211231,FSH,MW,28,2670,Serum,20201203,6.02,0.5,4.52,7.52,mIU/mL,1,20201018 18:10:55,18-Oct-20,NRUSSELL,,,
1573,10,5,1,Thermo Fisher,OIM19122,2,20211231,FSH,MW,28,2670,Serum,20201203,20.9,1.32,16.9,24.9,mIU/mL,1,20201018 18:10:55,18-Oct-20,NRUSSELL,,,
1574,10,6,1,Thermo Fisher,OIM19123,3,20211231,FSH,MW,28,2670,Serum,20201203,43.4,3.12,34,52.8,mIU/mL,1,20201018 18:10:55,18-Oct-20,NRUSSELL,,,
1575,10,7,1,Thermo Fisher,OIM19121,1,20211231,FSH,MW,28,2680,Serum,20201216,6.02,0.5,4.52,7.52,mIU/mL,1,20201018 18:10:55,18-Oct-20,NRUSSELL,,,
1576,10,8,1,Thermo Fisher,OIM19122,2,20211231,FSH,MW,28,2680,Serum,20201216,20.9,1.32,16.9,24.9,mIU/mL,1,20201018 18:10:55,18-Oct-20,NRUSSELL,,,
1577,10,9,1,Thermo Fisher,OIM19123,3,20211231,FSH,MW,28,2680,Serum,20201216,43.4,3.12,34,52.8,mIU/mL,1,20201018 18:10:55,18-Oct-20,NRUSSELL,,,
1578,11,1,1,Thermo Fisher,OIM19121,1,20211231,Prol,MW,46,2470,Serum,20201108,218.2,22.47,150.8,285.68,mIU/L,1,20201018 18:10:35,18-Oct-20,NRUSSELL,,,
1579,11,2,1,Thermo Fisher,OIM19122,2,20211231,Prol,MW,46,2470,Serum,20201108,1278,109.9,948.3,1608,mIU/L,1,20201018 18:10:35,18-Oct-20,NRUSSELL,,,
1580,11,3,1,Thermo Fisher,OIM19123,3,20211231,Prol,MW,46,2470,Serum,20201108,3159,278,2325,3993,mIU/L,1,20201018 18:10:35,18-Oct-20,NRUSSELL,,,
1581,11,4,1,Thermo Fisher,OIM19121,1,20211231,Prol,MW,46,2471,Serum,20201108,218.2,22.47,150.8,285.68,mIU/L,1,20201018 18:10:35,18-Oct-20,NRUSSELL,,,
1582,11,5,1,Thermo Fisher,OIM19122,2,20211231,Prol,MW,46,2471,Serum,20201108,1278,109.9,948.3,1608,mIU/L,1,20201018 18:10:35,18-Oct-20,NRUSSELL,,,
1583,11,6,1,Thermo Fisher,OIM19123,3,20211231,Prol,MW,46,2471,Serum,20201108,3159,278,2325,3993,mIU/L,1,20201018 18:10:35,18-Oct-20,NRUSSELL,,,
1584,11,7,1,Thermo Fisher,OIM19121,1,20211231,Prol,MW,46,2480,Serum,20201213,218.2,22.47,150.8,285.68,mIU/L,1,20201018 18:10:35,18-Oct-20,NRUSSELL,,,
1585,11,8,1,Thermo Fisher,OIM19122,2,20211231,Prol,MW,46,2480,Serum,20201213,1278,109.9,948.3,1608,mIU/L,1,20201018 18:10:35,18-Oct-20,NRUSSELL,,,
1586,11,9,1,Thermo Fisher,OIM19123,3,20211231,Prol,MW,46,2480,Serum,20201213,3159,278,2325,3993,mIU/L,1,20201018 18:10:35,18-Oct-20,NRUSSELL,,,
1587,11,10,1,Thermo Fisher,OIM19121,1,20211231,Prol,MW,46,2490,Serum,20210127,218.2,22.47,150.8,285.68,mIU/L,1,20201018 18:10:35,18-Oct-20,NRUSSELL,,,
1588,11,11,1,Thermo Fisher,OIM19122,2,20211231,Prol,MW,46,2490,Serum,20210127,1278,109.9,948.3,1608,mIU/L,1,20201018 18:10:35,18-Oct-20,NRUSSELL,,,
1589,11,12,1,Thermo Fisher,OIM19123,3,20211231,Prol,MW,46,2490,Serum,20210127,3159,278,2325,3993,mIU/L,1,20201018 18:10:35,18-Oct-20,NRUSSELL,,,
1590,11,13,1,Thermo Fisher,OIM19121,1,20211231,Prol,MW,46,2491,Serum,20210127,218.2,22.47,150.8,285.68,mIU/L,1,20201018 18:10:35,18-Oct-20,NRUSSELL,,,
1591,11,14,1,Thermo Fisher,OIM19122,2,20211231,Prol,MW,46,2491,Serum,20210127,1278,109.9,948.3,1608,mIU/L,1,20201018 18:10:35,18-Oct-20,NRUSSELL,,,
1592,11,15,1,Thermo Fisher,OIM19123,3,20211231,Prol,MW,46,2491,Serum,20210127,3159,278,2325,3993,mIU/L,1,20201018 18:10:35,18-Oct-20,NRUSSELL,,,
1593,12,1,1,Thermo Fisher,OIM19121,1,20211231,Prog,MW,45,2780,Serum,20201029,6.39,0.907,3.67,9.11,nmol/L,1,20201018 18:10:45,18-Oct-20,NRUSSELL,,,
1594,12,2,1,Thermo Fisher,OIM19122,2,20211231,Prog,MW,45,2780,Serum,20201029,25.4,2.16,18.9,31.9,nmol/L,1,20201018 18:10:45,18-Oct-20,NRUSSELL,,,
1595,12,3,1,Thermo Fisher,OIM19123,3,20211231,Prog,MW,45,2780,Serum,20201029,67.8,5.22,52.1,83.5,nmol/L,1,20201018 18:10:45,18-Oct-20,NRUSSELL,,,
1596,12,4,1,Thermo Fisher,OIM19121,1,20211231,Prog,MW,45,2790,Serum,20201129,6.39,0.907,3.67,9.11,nmol/L,1,20201018 18:10:45,18-Oct-20,NRUSSELL,,,
1597,12,5,1,Thermo Fisher,OIM19122,2,20211231,Prog,MW,45,2790,Serum,20201129,25.4,2.16,18.9,31.9,nmol/L,1,20201018 18:10:45,18-Oct-20,NRUSSELL,,,
1598,12,6,1,Thermo Fisher,OIM19123,3,20211231,Prog,MW,45,2790,Serum,20201129,67.8,5.22,52.1,83.5,nmol/L,1,20201018 18:10:45,18-Oct-20,NRUSSELL,,,
1599,12,7,1,Thermo Fisher,OIM19121,1,20211231,Prog,MW,45,2800,Serum,20210105,6.39,0.907,3.67,9.11,nmol/L,1,20201018 18:10:45,18-Oct-20,NRUSSELL,,,
1600,12,8,1,Thermo Fisher,OIM19122,2,20211231,Prog,MW,45,2800,Serum,20210105,25.4,2.16,18.9,31.9,nmol/L,1,20201018 18:10:45,18-Oct-20,NRUSSELL,,,
1601,12,9,1,Thermo Fisher,OIM19123,3,20211231,Prog,MW,45,2800,Serum,20210105,67.8,5.22,52.1,83.5,nmol/L,1,20201018 18:10:45,18-Oct-20,NRUSSELL,,,
1602,13,1,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2280,Serum,20201020,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1603,13,2,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2280,Serum,20201020,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1604,13,3,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2280,Serum,20201020,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1605,13,4,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2290,Serum,20201020,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1606,13,5,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2290,Serum,20201020,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1607,13,6,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2290,Serum,20201020,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1608,13,7,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2300,Serum,20201020,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1609,13,8,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2300,Serum,20201020,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1610,13,9,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2300,Serum,20201020,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1611,13,10,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2310,Serum,20201020,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1612,13,11,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2310,Serum,20201020,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1613,13,12,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2310,Serum,20201020,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1614,13,13,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2320,Serum,20201020,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1615,13,14,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2320,Serum,20201020,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1616,13,15,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2320,Serum,20201020,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1617,13,16,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2330,Serum,20201020,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1618,13,17,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2330,Serum,20201020,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1619,13,18,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2330,Serum,20201020,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1620,13,19,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2335,Serum,20201215,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1621,13,20,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2335,Serum,20201215,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1622,13,21,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2335,Serum,20201215,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1623,13,22,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2340,Serum,20210102,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1624,13,23,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2340,Serum,20210102,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1625,13,24,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2340,Serum,20210102,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1626,13,25,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2350,Serum,20210102,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1627,13,26,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2350,Serum,20210102,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1628,13,27,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2350,Serum,20210102,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1629,13,28,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2360,Serum,20210102,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1630,13,29,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2360,Serum,20210102,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1631,13,30,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2360,Serum,20210102,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1632,13,31,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2370,Serum,20210102,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1633,13,32,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2370,Serum,20210102,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1634,13,33,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2370,Serum,20210102,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1635,13,34,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2380,Serum,20210224,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1636,13,35,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2380,Serum,20210224,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1637,13,36,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2380,Serum,20210224,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1638,13,37,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2390,Serum,20210305,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1639,13,38,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2390,Serum,20210305,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1640,13,39,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2390,Serum,20210305,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1641,13,40,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2400,Serum,20210305,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1642,13,41,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2400,Serum,20210305,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1643,13,42,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2400,Serum,20210305,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1644,13,43,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2410,Serum,20210305,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1645,13,44,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2410,Serum,20210305,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1646,13,45,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2410,Serum,20210305,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1647,13,46,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2420,Serum,20210305,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1648,13,47,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2420,Serum,20210305,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1649,13,48,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2420,Serum,20210305,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1650,13,49,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2430,Serum,20210508,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1651,13,50,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2430,Serum,20210508,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1652,13,51,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2430,Serum,20210508,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1653,13,52,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2435,Serum,20210505,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1654,13,53,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2435,Serum,20210505,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1655,13,54,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2435,Serum,20210505,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1656,13,55,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2440,Serum,20210508,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1657,13,56,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2440,Serum,20210508,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1658,13,57,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2440,Serum,20210508,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1659,13,58,1,Thermo Fisher,OIM19121,1,20211231,B-hCG,MW,62,2450,Serum,20210508,12.57,2.011,6.54,18.6,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1660,13,59,1,Thermo Fisher,OIM19122,2,20211231,B-hCG,MW,62,2450,Serum,20210508,39.23,3.295,29.35,49.12,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
1661,13,60,1,Thermo Fisher,OIM19123,3,20211231,B-hCG,MW,62,2450,Serum,20210508,291.59,23.91,219.86,363.32,mIU/mL,1,20201018 18:10:50,18-Oct-20,NRUSSELL,,,
